pathway	gene_id
Sphingoglycolipid metabolism	gene_5359
Sphingoglycolipid metabolism	gene_5364
Sphingoglycolipid metabolism	gene_5406
Sphingoglycolipid metabolism	gene_5597
Sphingoglycolipid metabolism	gene_592
Sphingoglycolipid metabolism	gene_6122
Sphingoglycolipid metabolism	gene_6236
Sphingoglycolipid metabolism	gene_6354
Sphingoglycolipid metabolism	gene_6533
Sphingoglycolipid metabolism	gene_6567
Sphingoglycolipid metabolism	gene_6759
Sphingoglycolipid metabolism	gene_705
Sphingoglycolipid metabolism	gene_7154
Sphingoglycolipid metabolism	gene_7248
Sphingoglycolipid metabolism	gene_7286
Sphingoglycolipid metabolism	gene_7325
Sphingoglycolipid metabolism	gene_7534
Sphingoglycolipid metabolism	gene_7539
Sphingoglycolipid metabolism	gene_7832
Sphingoglycolipid metabolism	gene_7865
Sphingoglycolipid metabolism	gene_7931
Sphingoglycolipid metabolism	gene_8301
Sphingoglycolipid metabolism	gene_8385
Sphingophospholipid biosynthesis	gene_217
Sphingophospholipid biosynthesis	gene_2806
Sphingophospholipid biosynthesis	gene_3752
Sphingophospholipid biosynthesis	gene_3991
Sphingophospholipid biosynthesis	gene_4047
Sphingophospholipid biosynthesis	gene_566
Sphingophospholipid biosynthesis	gene_7539
Sphingophospholipid biosynthesis	gene_7789
Starch and sucrose metabolism	gene_1004
Starch and sucrose metabolism	gene_1109
Starch and sucrose metabolism	gene_1388
Starch and sucrose metabolism	gene_1439
Starch and sucrose metabolism	gene_1559
Starch and sucrose metabolism	gene_1575
Starch and sucrose metabolism	gene_1589
Starch and sucrose metabolism	gene_1687
Starch and sucrose metabolism	gene_1765
Starch and sucrose metabolism	gene_1769
Starch and sucrose metabolism	gene_1800
Starch and sucrose metabolism	gene_1902
Starch and sucrose metabolism	gene_2081
Starch and sucrose metabolism	gene_2318
Starch and sucrose metabolism	gene_2533
Starch and sucrose metabolism	gene_2886
Starch and sucrose metabolism	gene_2946
Starch and sucrose metabolism	gene_2947
Starch and sucrose metabolism	gene_2958
Starch and sucrose metabolism	gene_3117
Starch and sucrose metabolism	gene_3127
Starch and sucrose metabolism	gene_3262
Starch and sucrose metabolism	gene_3307
Starch and sucrose metabolism	gene_3418
Starch and sucrose metabolism	gene_3564
Starch and sucrose metabolism	gene_3594
Starch and sucrose metabolism	gene_3643
Starch and sucrose metabolism	gene_3731
Starch and sucrose metabolism	gene_3766
Starch and sucrose metabolism	gene_3826
Starch and sucrose metabolism	gene_3977
Starch and sucrose metabolism	gene_4052
Starch and sucrose metabolism	gene_4140
Starch and sucrose metabolism	gene_4330
Starch and sucrose metabolism	gene_4488
Starch and sucrose metabolism	gene_4603
Starch and sucrose metabolism	gene_4682
Starch and sucrose metabolism	gene_4862
Starch and sucrose metabolism	gene_5037
Starch and sucrose metabolism	gene_5208
Starch and sucrose metabolism	gene_532
Starch and sucrose metabolism	gene_5422
Starch and sucrose metabolism	gene_5443
Starch and sucrose metabolism	gene_5570
Starch and sucrose metabolism	gene_559
Starch and sucrose metabolism	gene_5659
Starch and sucrose metabolism	gene_5676
Starch and sucrose metabolism	gene_5680
Starch and sucrose metabolism	gene_5694
Starch and sucrose metabolism	gene_5900
Starch and sucrose metabolism	gene_6002
Starch and sucrose metabolism	gene_631
Starch and sucrose metabolism	gene_6311
Starch and sucrose metabolism	gene_648
Starch and sucrose metabolism	gene_6653
Starch and sucrose metabolism	gene_6758
Starch and sucrose metabolism	gene_7
Starch and sucrose metabolism	gene_7022
Starch and sucrose metabolism	gene_7032
Starch and sucrose metabolism	gene_7117
Starch and sucrose metabolism	gene_7157
Starch and sucrose metabolism	gene_7160
Starch and sucrose metabolism	gene_7181
Starch and sucrose metabolism	gene_7275
Starch and sucrose metabolism	gene_738
Starch and sucrose metabolism	gene_7686
Starch and sucrose metabolism	gene_7738
Starch and sucrose metabolism	gene_7768
Starch and sucrose metabolism	gene_7979
Starch and sucrose metabolism	gene_8108
Starch and sucrose metabolism	gene_8213
Starch and sucrose metabolism	gene_8385
Starch and sucrose metabolism	gene_8386
Starch and sucrose metabolism	gene_8563
Sterol biosynthesis	gene_110
Sterol biosynthesis	gene_1205
Sterol biosynthesis	gene_1531
Sterol biosynthesis	gene_1746
Sterol biosynthesis	gene_2498
Sterol biosynthesis	gene_2632
Sterol biosynthesis	gene_3946
Sterol biosynthesis	gene_4253
Sterol biosynthesis	gene_4257
Sterol biosynthesis	gene_5212
Sterol biosynthesis	gene_5766
Sterol biosynthesis	gene_6166
Sterol biosynthesis	gene_627
Sterol biosynthesis	gene_6362
Sterol biosynthesis	gene_6477
Sterol biosynthesis	gene_6533
Sterol biosynthesis	gene_7231
Sterol biosynthesis	gene_7764
Sterol biosynthesis	gene_7783
Sterol biosynthesis	gene_7832
Sterol biosynthesis	gene_7987
Sterol biosynthesis	gene_8181
Sterol biosynthesis	gene_8640
Streptomycin biosynthesis	gene_1878
Streptomycin biosynthesis	gene_3831
Streptomycin biosynthesis	gene_5075
Streptomycin biosynthesis	gene_6002
Styrene degradation	gene_1531
Styrene degradation	gene_2
Styrene degradation	gene_2029
Styrene degradation	gene_2365
Styrene degradation	gene_2418
Styrene degradation	gene_2440
Styrene degradation	gene_257
Styrene degradation	gene_2632
Styrene degradation	gene_2941
Styrene degradation	gene_2964
Styrene degradation	gene_3514
Styrene degradation	gene_3769
Styrene degradation	gene_4253
Styrene degradation	gene_5515
Styrene degradation	gene_5766
Styrene degradation	gene_5827
Styrene degradation	gene_6196
Styrene degradation	gene_6529
Styrene degradation	gene_6530
Styrene degradation	gene_7205
Styrene degradation	gene_7764
Styrene degradation	gene_7987
Styrene degradation	gene_7989
Styrene degradation	gene_7998
Styrene degradation	gene_8370
Sulfur metabolism	gene_1183
Sulfur metabolism	gene_1523
Sulfur metabolism	gene_1560
Sulfur metabolism	gene_1759
Sulfur metabolism	gene_2070
Sulfur metabolism	gene_2471
Sulfur metabolism	gene_2848
Sulfur metabolism	gene_3242
Sulfur metabolism	gene_3815
Sulfur metabolism	gene_3874
Sulfur metabolism	gene_4677
Sulfur metabolism	gene_5159
Sulfur metabolism	gene_7990
Sulfur metabolism	gene_8184
Synthesis and degradation of ketone bodies	gene_1114
Synthesis and degradation of ketone bodies	gene_1399
Synthesis and degradation of ketone bodies	gene_1880
Synthesis and degradation of ketone bodies	gene_3710
Synthesis and degradation of ketone bodies	gene_4305
Synthesis and degradation of ketone bodies	gene_4400
Synthesis and degradation of ketone bodies	gene_5502
Synthesis and degradation of ketone bodies	gene_6253
Synthesis and degradation of ketone bodies	gene_6749
Taurine and hypotaurine metabolism	gene_4303
Taurine and hypotaurine metabolism	gene_533
Taurine and hypotaurine metabolism	gene_6968
Terpenoid biosynthesis	gene_1746
Terpenoid biosynthesis	gene_2498
Tetrachloroethene degradation	gene_1743
Tetrachloroethene degradation	gene_184
Tetrachloroethene degradation	gene_330
Tetrachloroethene degradation	gene_3938
Tetrachloroethene degradation	gene_4108
Tetrachloroethene degradation	gene_4337
Tetrachloroethene degradation	gene_5173
Tetrachloroethene degradation	gene_6198
Tetrachloroethene degradation	gene_662
Tetrachloroethene degradation	gene_7836
Tetrachloroethene degradation	gene_8033
Tetrachloroethene degradation	gene_972
Thiamine metabolism	gene_1033
Thiamine metabolism	gene_1139
Thiamine metabolism	gene_1198
Thiamine metabolism	gene_1548
Thiamine metabolism	gene_2511
Thiamine metabolism	gene_3313
Thiamine metabolism	gene_4344
Toluene and xylene degradation	gene_1318
Toluene and xylene degradation	gene_1576
Toluene and xylene degradation	gene_3042
Toluene and xylene degradation	gene_3352
Toluene and xylene degradation	gene_3938
Toluene and xylene degradation	gene_6857
Toluene and xylene degradation	gene_6858
Toluene and xylene degradation	gene_6862
Toluene and xylene degradation	gene_7374
Toluene and xylene degradation	gene_7730
Toluene and xylene degradation	gene_7836
Toluene and xylene degradation	gene_7997
Toluene and xylene degradation	gene_8390
Toluene and xylene degradation	gene_8471
Tryptophan metabolism	gene_1114
Tryptophan metabolism	gene_1157
Tryptophan metabolism	gene_1207
Tryptophan metabolism	gene_1399
Tryptophan metabolism	gene_1474
Tryptophan metabolism	gene_152
Tryptophan metabolism	gene_1531
Tryptophan metabolism	gene_2
Tryptophan metabolism	gene_2029
Tryptophan metabolism	gene_2043
Tryptophan metabolism	gene_2164
Tryptophan metabolism	gene_2365
Tryptophan metabolism	gene_2418
Tryptophan metabolism	gene_249
Tryptophan metabolism	gene_2632
Tryptophan metabolism	gene_2762
Tryptophan metabolism	gene_2914
Tryptophan metabolism	gene_2941
Tryptophan metabolism	gene_2964
Tryptophan metabolism	gene_3175
Tryptophan metabolism	gene_3213
Tryptophan metabolism	gene_3447
Tryptophan metabolism	gene_3449
Tryptophan metabolism	gene_3547
Tryptophan metabolism	gene_3769
Tryptophan metabolism	gene_4055
Tryptophan metabolism	gene_4253
Tryptophan metabolism	gene_4308
Tryptophan metabolism	gene_4321
Tryptophan metabolism	gene_4421
Tryptophan metabolism	gene_4471
Tryptophan metabolism	gene_4473
Tryptophan metabolism	gene_4486
Tryptophan metabolism	gene_4491
Tryptophan metabolism	gene_4567
Tryptophan metabolism	gene_4656
Tryptophan metabolism	gene_4821
Tryptophan metabolism	gene_4990
Tryptophan metabolism	gene_5084
Tryptophan metabolism	gene_5085
Tryptophan metabolism	gene_5205
Tryptophan metabolism	gene_5461
Tryptophan metabolism	gene_5468
Tryptophan metabolism	gene_5515
Tryptophan metabolism	gene_5619
Tryptophan metabolism	gene_5665
Tryptophan metabolism	gene_5762
Tryptophan metabolism	gene_5766
Tryptophan metabolism	gene_5827
Tryptophan metabolism	gene_6196
Tryptophan metabolism	gene_6203
Tryptophan metabolism	gene_6232
Tryptophan metabolism	gene_6240
Tryptophan metabolism	gene_6340
Tryptophan metabolism	gene_6642
Tryptophan metabolism	gene_6684
Tryptophan metabolism	gene_7226
Tryptophan metabolism	gene_7290
Tryptophan metabolism	gene_7346
Tryptophan metabolism	gene_7368
Tryptophan metabolism	gene_7492
Tryptophan metabolism	gene_7651
Tryptophan metabolism	gene_7678
Tryptophan metabolism	gene_7764
Tryptophan metabolism	gene_7769
Tryptophan metabolism	gene_7852
Tryptophan metabolism	gene_7932
Tryptophan metabolism	gene_7982
Tryptophan metabolism	gene_7987
Tryptophan metabolism	gene_7989
Tryptophan metabolism	gene_7998
Tryptophan metabolism	gene_8175
Tryptophan metabolism	gene_8268
Tryptophan metabolism	gene_8370
Tryptophan metabolism	gene_8382
Tryptophan metabolism	gene_8585
Tryptophan metabolism	gene_8589
Tryptophan metabolism	gene_873
Type II secretion system	gene_3824
Type III secretion system	gene_4239
Type III secretion system	gene_4850
Type III secretion system	gene_7687
Type III secretion system	gene_7895
Tyrosine metabolism	gene_1055
Tyrosine metabolism	gene_1107
Tyrosine metabolism	gene_1194
Tyrosine metabolism	gene_1225
Tyrosine metabolism	gene_152
Tyrosine metabolism	gene_1531
Tyrosine metabolism	gene_1566
Tyrosine metabolism	gene_1876
Tyrosine metabolism	gene_1883
Tyrosine metabolism	gene_1968
Tyrosine metabolism	gene_2164
Tyrosine metabolism	gene_2440
Tyrosine metabolism	gene_2459
Tyrosine metabolism	gene_257
Tyrosine metabolism	gene_2632
Tyrosine metabolism	gene_2633
Tyrosine metabolism	gene_2753
Tyrosine metabolism	gene_2762
Tyrosine metabolism	gene_2875
Tyrosine metabolism	gene_2889
Tyrosine metabolism	gene_2914
Tyrosine metabolism	gene_2965
Tyrosine metabolism	gene_3193
Tyrosine metabolism	gene_3212
Tyrosine metabolism	gene_3303
Tyrosine metabolism	gene_3304
Tyrosine metabolism	gene_3428
Tyrosine metabolism	gene_3514
Tyrosine metabolism	gene_3938
Tyrosine metabolism	gene_4253
Tyrosine metabolism	gene_4258
Tyrosine metabolism	gene_430
Tyrosine metabolism	gene_4485
Tyrosine metabolism	gene_4990
Tyrosine metabolism	gene_5022
Tyrosine metabolism	gene_5063
Tyrosine metabolism	gene_5279
Tyrosine metabolism	gene_5665
Tyrosine metabolism	gene_5762
Tyrosine metabolism	gene_5766
Tyrosine metabolism	gene_6340
Tyrosine metabolism	gene_6501
Tyrosine metabolism	gene_6529
Tyrosine metabolism	gene_6530
Tyrosine metabolism	gene_6684
Tyrosine metabolism	gene_67
Tyrosine metabolism	gene_6920
Tyrosine metabolism	gene_7205
Tyrosine metabolism	gene_7217
Tyrosine metabolism	gene_7368
Tyrosine metabolism	gene_7563
Tyrosine metabolism	gene_7651
Tyrosine metabolism	gene_7764
Tyrosine metabolism	gene_7769
Tyrosine metabolism	gene_7836
Tyrosine metabolism	gene_7987
Tyrosine metabolism	gene_8039
Tyrosine metabolism	gene_8175
Tyrosine metabolism	gene_8612
Ubiquinone biosynthesis	gene_152
Ubiquinone biosynthesis	gene_1531
Ubiquinone biosynthesis	gene_2164
Ubiquinone biosynthesis	gene_2459
Ubiquinone biosynthesis	gene_249
Ubiquinone biosynthesis	gene_2632
Ubiquinone biosynthesis	gene_2914
Ubiquinone biosynthesis	gene_3938
Ubiquinone biosynthesis	gene_4253
Ubiquinone biosynthesis	gene_4511
Ubiquinone biosynthesis	gene_4821
Ubiquinone biosynthesis	gene_4990
Ubiquinone biosynthesis	gene_5762
Ubiquinone biosynthesis	gene_5766
Ubiquinone biosynthesis	gene_58
Ubiquinone biosynthesis	gene_5852
Ubiquinone biosynthesis	gene_6340
Ubiquinone biosynthesis	gene_6684
Ubiquinone biosynthesis	gene_7368
Ubiquinone biosynthesis	gene_7651
Ubiquinone biosynthesis	gene_7764
Ubiquinone biosynthesis	gene_7769
Ubiquinone biosynthesis	gene_7836
Ubiquinone biosynthesis	gene_7928
Ubiquinone biosynthesis	gene_7987
Ubiquinone biosynthesis	gene_8175
Ubiquinone biosynthesis	gene_8319
Urea cycle and metabolism of amino groups	gene_1370
Urea cycle and metabolism of amino groups	gene_1831
Urea cycle and metabolism of amino groups	gene_2068
Urea cycle and metabolism of amino groups	gene_2300
Urea cycle and metabolism of amino groups	gene_2693
Urea cycle and metabolism of amino groups	gene_3608
Urea cycle and metabolism of amino groups	gene_3738
Urea cycle and metabolism of amino groups	gene_4290
Urea cycle and metabolism of amino groups	gene_4541
Urea cycle and metabolism of amino groups	gene_5224
Urea cycle and metabolism of amino groups	gene_6523
Urea cycle and metabolism of amino groups	gene_7085
Urea cycle and metabolism of amino groups	gene_7357
Urea cycle and metabolism of amino groups	gene_8032
Urea cycle and metabolism of amino groups	gene_8120
Urea cycle and metabolism of amino groups	gene_978
Valine, leucine and isoleucine biosynthesis	gene_121
Valine, leucine and isoleucine biosynthesis	gene_1648
Valine, leucine and isoleucine biosynthesis	gene_2184
Valine, leucine and isoleucine biosynthesis	gene_2296
Valine, leucine and isoleucine biosynthesis	gene_2768
Valine, leucine and isoleucine biosynthesis	gene_3846
Valine, leucine and isoleucine biosynthesis	gene_4040
Valine, leucine and isoleucine biosynthesis	gene_4560
Valine, leucine and isoleucine biosynthesis	gene_4720
Valine, leucine and isoleucine biosynthesis	gene_4832
Valine, leucine and isoleucine biosynthesis	gene_5405
Valine, leucine and isoleucine biosynthesis	gene_5501
Valine, leucine and isoleucine biosynthesis	gene_6093
Valine, leucine and isoleucine biosynthesis	gene_6129
Valine, leucine and isoleucine biosynthesis	gene_6189
Valine, leucine and isoleucine biosynthesis	gene_6304
Valine, leucine and isoleucine biosynthesis	gene_7711
Valine, leucine and isoleucine biosynthesis	gene_7733
Valine, leucine and isoleucine biosynthesis	gene_963
Valine, leucine and isoleucine biosynthesis	gene_975
Valine, leucine and isoleucine degradation	gene_1107
Valine, leucine and isoleucine degradation	gene_1207
Valine, leucine and isoleucine degradation	gene_2043
Valine, leucine and isoleucine degradation	gene_2768
Valine, leucine and isoleucine degradation	gene_3213
Valine, leucine and isoleucine degradation	gene_334
Valine, leucine and isoleucine degradation	gene_3447
Valine, leucine and isoleucine degradation	gene_3449
Valine, leucine and isoleucine degradation	gene_3846
Valine, leucine and isoleucine degradation	gene_4038
Valine, leucine and isoleucine degradation	gene_4055
Valine, leucine and isoleucine degradation	gene_4106
Valine, leucine and isoleucine degradation	gene_430
Valine, leucine and isoleucine degradation	gene_4308
Valine, leucine and isoleucine degradation	gene_4400
Valine, leucine and isoleucine degradation	gene_4567
Valine, leucine and isoleucine degradation	gene_4720
Valine, leucine and isoleucine degradation	gene_5118
Valine, leucine and isoleucine degradation	gene_5461
Valine, leucine and isoleucine degradation	gene_5595
Valine, leucine and isoleucine degradation	gene_6203
Valine, leucine and isoleucine degradation	gene_6749
Valine, leucine and isoleucine degradation	gene_6790
Valine, leucine and isoleucine degradation	gene_6920
Valine, leucine and isoleucine degradation	gene_7033
Valine, leucine and isoleucine degradation	gene_7146
Valine, leucine and isoleucine degradation	gene_7226
Valine, leucine and isoleucine degradation	gene_7401
Valine, leucine and isoleucine degradation	gene_7402
Valine, leucine and isoleucine degradation	gene_7933
Valine, leucine and isoleucine degradation	gene_8454
Valine, leucine and isoleucine degradation	gene_8555
Valine, leucine and isoleucine degradation	gene_8589
Valine, leucine and isoleucine degradation	gene_873
Vitamin B6 metabolism	gene_1033
Vitamin B6 metabolism	gene_1198
Vitamin B6 metabolism	gene_1337
Vitamin B6 metabolism	gene_1383
Vitamin B6 metabolism	gene_1449
Vitamin B6 metabolism	gene_1743
Vitamin B6 metabolism	gene_184
Vitamin B6 metabolism	gene_2511
Vitamin B6 metabolism	gene_330
Vitamin B6 metabolism	gene_3313
Vitamin B6 metabolism	gene_379
Vitamin B6 metabolism	gene_3804
Vitamin B6 metabolism	gene_4108
Vitamin B6 metabolism	gene_4337
Vitamin B6 metabolism	gene_4344
Vitamin B6 metabolism	gene_5124
Vitamin B6 metabolism	gene_5173
Vitamin B6 metabolism	gene_6132
Vitamin B6 metabolism	gene_6142
Vitamin B6 metabolism	gene_6198
Vitamin B6 metabolism	gene_662
Vitamin B6 metabolism	gene_8033
Vitamin B6 metabolism	gene_972
beta-Alanine metabolism	gene_1203
beta-Alanine metabolism	gene_1207
beta-Alanine metabolism	gene_1977
beta-Alanine metabolism	gene_2043
beta-Alanine metabolism	gene_2181
beta-Alanine metabolism	gene_3213
beta-Alanine metabolism	gene_334
beta-Alanine metabolism	gene_3447
beta-Alanine metabolism	gene_3449
beta-Alanine metabolism	gene_3608
beta-Alanine metabolism	gene_4055
beta-Alanine metabolism	gene_4303
beta-Alanine metabolism	gene_4308
beta-Alanine metabolism	gene_4567
beta-Alanine metabolism	gene_5461
beta-Alanine metabolism	gene_6169
beta-Alanine metabolism	gene_6203
beta-Alanine metabolism	gene_6968
beta-Alanine metabolism	gene_7226
beta-Alanine metabolism	gene_8589
beta-Alanine metabolism	gene_873
gamma-Hexachlorocyclohexane degradation	gene_1318
gamma-Hexachlorocyclohexane degradation	gene_1474
gamma-Hexachlorocyclohexane degradation	gene_1531
gamma-Hexachlorocyclohexane degradation	gene_1576
gamma-Hexachlorocyclohexane degradation	gene_1627
gamma-Hexachlorocyclohexane degradation	gene_168
gamma-Hexachlorocyclohexane degradation	gene_2287
gamma-Hexachlorocyclohexane degradation	gene_2632
gamma-Hexachlorocyclohexane degradation	gene_3042
gamma-Hexachlorocyclohexane degradation	gene_33
gamma-Hexachlorocyclohexane degradation	gene_3671
gamma-Hexachlorocyclohexane degradation	gene_3682
gamma-Hexachlorocyclohexane degradation	gene_375
gamma-Hexachlorocyclohexane degradation	gene_4142
gamma-Hexachlorocyclohexane degradation	gene_4202
gamma-Hexachlorocyclohexane degradation	gene_4253
gamma-Hexachlorocyclohexane degradation	gene_4321
gamma-Hexachlorocyclohexane degradation	gene_4473
gamma-Hexachlorocyclohexane degradation	gene_4491
gamma-Hexachlorocyclohexane degradation	gene_5094
gamma-Hexachlorocyclohexane degradation	gene_5385
gamma-Hexachlorocyclohexane degradation	gene_5766
gamma-Hexachlorocyclohexane degradation	gene_5862
gamma-Hexachlorocyclohexane degradation	gene_6484
gamma-Hexachlorocyclohexane degradation	gene_6642
gamma-Hexachlorocyclohexane degradation	gene_6857
gamma-Hexachlorocyclohexane degradation	gene_6862
gamma-Hexachlorocyclohexane degradation	gene_7155
gamma-Hexachlorocyclohexane degradation	gene_7242
gamma-Hexachlorocyclohexane degradation	gene_7290
gamma-Hexachlorocyclohexane degradation	gene_7374
gamma-Hexachlorocyclohexane degradation	gene_749
gamma-Hexachlorocyclohexane degradation	gene_7492
gamma-Hexachlorocyclohexane degradation	gene_7730
gamma-Hexachlorocyclohexane degradation	gene_7764
gamma-Hexachlorocyclohexane degradation	gene_7852
gamma-Hexachlorocyclohexane degradation	gene_7932
gamma-Hexachlorocyclohexane degradation	gene_7987
gamma-Hexachlorocyclohexane degradation	gene_7997
gamma-Hexachlorocyclohexane degradation	gene_8390
gamma-Hexachlorocyclohexane degradation	gene_8585
